Training_host,Replicate,Days_training,time,N,OD600,sd,se,ci
AH19K020,Rep 1,AH19K020,7.83333333333333,21,1.517,0.01990477329687529,0.004343577634469844,0.009060544175865626
AH19K020,Rep 1,AH19K020,8,21,1.5235238095238095,0.019666263111275235,0.004291530444968406,0.008951975641032707
AH19K020,Rep 1,AH19K020,8.16666666666667,21,1.5296666666666667,0.019619717972828573,0.004281373463055833,0.00893078854802854
AH19K020,Rep 1,AH19K020,8.33333333333333,21,1.5354285714285714,0.019916253233405675,0.004346082761999548,0.009065769780323328
AH19K020,Rep 1,AH19K020,8.5,21,1.5413333333333332,0.019933221850301414,0.004349785617778759,0.009073493802129259
AH19K020,Rep 1,AH19K020,8.66666666666667,21,1.5465238095238096,0.020370613755159788,0.004445232356463255,0.009272592210185854
AH19K020,Rep 1,AH19K020,8.83333333333333,21,1.5518571428571428,0.02023187019107654,0.004414956028625187,0.009209436896998206
AH19K020,Rep 1,AH19K020,9,21,1.5571904761904762,0.020306696057259162,0.0044312843712786395,0.009243497222927742
AH19K020,Rep 1,AH19K020,9.16666666666667,21,1.5620476190476191,0.020633652586190848,0.004502632135220995,0.00939232605055565
AH19K020,Rep 1,AH19K020,9.33333333333333,21,1.5668095238095239,0.020672733364553074,0.0045111602602239806,0.00941011540758559
AH19K020,Rep 1,AH19K020,9.5,21,1.5718571428571428,0.020684017294243684,0.004513622615554637,0.009415251790799519
AH19K020,Rep 1,AH19K020,9.66666666666667,21,1.5762857142857143,0.02077773533651553,0.004534073569016246,0.009457911732182172
AH19K020,Rep 1,AH19K020,9.83333333333333,21,1.5807619047619048,0.02095209956521009,0.004572122963134599,0.009537281377503667
AH19K020,Rep 1,AH19K020,10,21,1.5852380952380953,0.021165785508468066,0.004618753058845443,0.009634550052698998
AH19K020,Rep 1,AH19K020,10.1666666666667,21,1.5895714285714286,0.021077408352478802,0.004599467582320408,0.009594321253604671
AH19K020,Rep 1,AH19K020,10.3333333333333,21,1.593952380952381,0.021062944216030676,0.004596311248980613,0.009587737257630471
AH19K020,Rep 1,AH19K020,10.5,21,1.598142857142857,0.021265666493871568,0.004640548876754887,0.009680015332161361
AH19K020,Rep 1,AH19K020,10.6666666666667,21,1.602142857142857,0.021506477429569265,0.004693098131088594,0.00978963115588255
AH19K020,Rep 1,AH19K020,10.8333333333333,21,1.6064285714285715,0.021537342985083897,0.004699833547493959,0.009803680988306257
AH19K020,Rep 1,AH19K020,11,21,1.6105238095238095,0.021749986316361297,0.004746236126618066,0.009900475072218006
AH19K020,Rep 1,AH19K020,11.1666666666667,21,1.6143809523809525,0.02156264406439104,0.004705354695641057,0.009815197901528043
AH19K020,Rep 1,AH19K020,11.3333333333333,21,1.618142857142857,0.021566839625419658,0.004706270242117078,0.009817107698011297
AH19K020,Rep 1,AH19K020,11.5,21,1.622142857142857,0.021749220018855188,0.00474606890679299,0.009900126257775239
AH19K020,Rep 1,AH19K020,11.6666666666667,21,1.626047619047619,0.02199880949159789,0.004800533794960015,0.010013738023651077
AH19K020,Rep 1,AH19K020,11.8333333333333,21,1.6296666666666666,0.021636389101079984,0.004721447181962694,0.009848766239770605
AH19K020,Rep 1,AH19K020,12,21,1.6334285714285715,0.021676188383965046,0.0047301320975067776,0.009866882656138153
AH19K020,Rep 1,AH19K020,12.1666666666667,21,1.6368095238095237,0.02185776531949011,0.004769755433292573,0.009949535486246065
AH19K020,Rep 1,AH19K020,12.3333333333333,21,1.6405238095238095,0.02163704935433445,0.0047215912610349044,0.00984906678344875
AH19K020,Rep 1,AH19K020,12.5,21,1.643857142857143,0.021870724071885943,0.004772583264900483,0.009955434239615188
AH19K020,Rep 1,AH19K020,12.6666666666667,21,1.6472857142857142,0.021895531181368617,0.0047779966199946455,0.009966726300468682
AH19K020,Rep 1,AH19K020,12.8333333333333,21,1.650095238095238,0.021835532422876173,0.004764903817499645,0.00993941519304184
AH19K020,Rep 1,AH19K020,13,21,1.653047619047619,0.02194191466229916,0.00478811832534511,0.009987839807853746
AH19K020,Rep 1,AH19K020,13.1666666666667,21,1.6559047619047618,0.022036117538951277,0.004808675078342296,0.01003072044320035
AH19K020,Rep 1,AH19K020,13.3333333333333,21,1.659047619047619,0.021823098291663807,0.004762190467619566,0.00993375524437235
AH19K020,Rep 1,AH19K020,13.5,21,1.6614285714285715,0.02204897146937115,0.004811480035919762,0.010036571482178073
AH19K020,Rep 1,AH19K020,13.6666666666667,21,1.6642857142857144,0.022054801874292256,0.0048127523345808665,0.010039225450679142
AH19K020,Rep 1,AH19K020,13.8333333333333,21,1.6669047619047619,0.02202022879514371,0.004805207870190109,0.010023487973730824
AH19K020,Rep 1,AH19K020,14,21,1.6693333333333333,0.021781490613209484,0.004753110927809646,0.009914815656210862
AH19K020,Rep 1,AH19K020,14.1666666666667,21,1.671904761904762,0.022029309480564196,0.004807189438204464,0.01002762145217704
AH19K020,Rep 1,AH19K020,14.3333333333333,21,1.6743333333333332,0.021937031096603152,0.004787052643942098,0.009985616835400632
AH19K020,Rep 1,AH19K020,14.5,21,1.6764761904761905,0.02177296270060426,0.004751249984712816,0.009910933796933434
AH19K020,Rep 1,AH19K020,14.6666666666667,21,1.6787142857142856,0.022068400162093455,0.004815719724255666,0.01004541531707457
AH19K020,Rep 1,AH19K020,14.8333333333333,21,1.6808095238095238,0.02201049533204344,0.004803083854407678,0.010019057354447258
AH19K020,Rep 1,AH19K020,15,21,1.6828095238095238,0.022243244025139525,0.004853873783170291,0.010125003289335304
AH19K020,Rep 1,AH19K020,15.1666666666667,21,1.6848095238095238,0.022223003954504106,0.0048494570376580014,0.010115790119640793
AH19K020,Rep 1,AH19K020,15.3333333333333,21,1.6867619047619047,0.02222814603583655,0.0048505791317977895,0.010118130767000782
AH19K020,Rep 1,AH19K020,15.5,21,1.6888571428571428,0.022450580647915813,0.004899118343561187,0.010219381788498327
AH19K020,Rep 1,AH19K020,15.6666666666667,21,1.6908571428571428,0.022325513911858167,0.004871826544279987,0.010162452092787625
AH19K020,Rep 1,AH19K020,15.8333333333333,21,1.6928571428571428,0.022537270718269588,0.004918035667818199,0.01025884263541853
AH19K020,Rep 1,AH19K020,16,21,1.6946666666666668,0.022727369696762846,0.004959518665841015,0.010345374652977126
AH19K020,Rep 1,AH19K020,16.1666666666667,21,1.6964285714285714,0.022637516269616322,0.004939911040538626,0.010304473863308659
AH19K020,Rep 1,AH19K020,16.3333333333333,21,1.6981428571428572,0.02287856139333442,0.004992511398888063,0.01041419628813867
AH19K020,Rep 1,AH19K020,16.5,21,1.700095238095238,0.022930121591271096,0.005003762756501955,0.010437666208853363
AH19K020,Rep 1,AH19K020,16.6666666666667,21,1.7018095238095239,0.02308596770252236,0.0050377711661006895,0.01050860650817597
AH19K020,Rep 1,AH19K020,16.8333333333333,21,1.7035714285714285,0.02317233572295086,0.005056618213302456,0.01054792075972775
AH19K020,Rep 1,AH19K020,17,21,1.7053809523809524,0.023133257856333606,0.005048090723694315,0.010530132728108228
AH19K020,Rep 1,AH19K020,17.1666666666667,21,1.706904761904762,0.023351455547577248,0.005095705363531868,0.010629455126364092
AH19K020,Rep 1,AH19K020,17.3333333333333,21,1.7084285714285714,0.023487382631045623,0.005125367084912268,0.01069132839294659
AH19K020,Rep 1,AH19K020,17.5,21,1.7102380952380953,0.023733741302004577,0.005179126954330274,0.010803469515482337
AH19K020,Rep 1,AH19K020,17.6666666666667,21,1.711857142857143,0.023713468144254506,0.005174702988617632,0.01079424128471381
AH19K020,Rep 1,AH19K020,17.8333333333333,21,1.7132380952380952,0.023897499371073886,0.005214861894671698,0.010878011294824774
AH19K020,Rep 1,AH19K020,18,21,1.7147619047619047,0.023876567512740955,0.005210294188707568,0.01086848322714574
AH19K020,Rep 1,AH19K020,18.1666666666667,21,1.7164761904761905,0.02411974097626063,0.0052633589888782095,0.010979174460638166
AH19K020,Rep 1,AH19K020,18.3333333333333,21,1.717809523809524,0.02437543650402811,0.005319156327490408,0.011095565669437929
AH19K020,Rep 1,AH19K020,18.5,21,1.7192857142857143,0.0244093073583477,0.00532654755386052,0.01111098349747645
AH19K020,Rep 1,AH19K020,18.6666666666667,21,1.720904761904762,0.02469393602062004,0.0053886586200422824,0.011240544911202317
AH19K020,Rep 1,AH19K020,18.8333333333333,21,1.721952380952381,0.0245590638878525,0.005359227107778121,0.011179151852421519
AH19K020,Rep 1,AH19K020,19,21,1.723809523809524,0.02475604784213154,0.005402212530691237,0.011268817873383543
AH19K020,Rep 1,AH19K020,19.1666666666667,21,1.724952380952381,0.024898747338924894,0.00543335211381922,0.011333773905551615
AH19K020,Rep 1,AH19K020,19.3333333333333,21,1.726,0.025117722826721416,0.005481136482779574,0.011433450352553578
AH19K020,Rep 1,AH19K020,19.5,21,1.7274761904761906,0.025356693490317394,0.005533284156817784,0.011542228494457218
AH19K020,Rep 1,AH19K020,19.6666666666667,21,1.7286666666666666,0.02520780302472496,0.0055007935935399484,0.011474454367078574
AH19K020,Rep 1,AH19K020,19.8333333333333,21,1.73,0.025434228905158486,0.0055502037714629795,0.011577522192148922
AH19K020,Rep 1,AH19K020,20,21,1.7311904761904762,0.025672201011247644,0.0056021335423887715,0.011685845796125013
AH19K020,Rep 1,AH19K020,20.1666666666667,21,1.7322380952380951,0.02555367832994843,0.005576269772930543,0.011631894918426637
AH19K020,Rep 1,D 0,0.166666666666667,9,0.10766666666666666,0.00122474487139159,4.0824829046386336e-4,9.414222459997003e-4
AH19K020,Rep 1,D 0,0.333333333333333,9,0.11222222222222222,0.0014813657362192662,4.937885787397554e-4,0.001138678504490464
AH19K020,Rep 1,D 0,0.5,9,0.12,0.0025980762113533163,8.660254037844388e-4,0.0019970581623187733
AH19K020,Rep 1,D 0,0.666666666666667,9,0.1318888888888889,0.0037230513172814496,0.0012410171057604831,0.0028617905777427797
AH19K020,Rep 1,D 0,0.833333333333333,9,0.14933333333333332,0.005123475382979804,0.0017078251276599345,0.003938251806589391
AH19K020,Rep 1,D 0,1,9,0.1748888888888889,0.007078920193865093,0.002359640064621698,0.00544133974661106
AH19K020,Rep 1,D 0,1.16666666666667,9,0.20822222222222223,0.008628119403696519,0.002876039801232173,0.006632159674653158
AH19K020,Rep 1,D 0,1.33333333333333,9,0.24877777777777776,0.011076752432208849,0.003692250810736283,0.008514345637768803
AH19K020,Rep 1,D 0,1.5,9,0.3041111111111111,0.01585437198728198,0.005284790662427327,0.012186749121245777
AH19K020,Rep 1,D 0,1.66666666666667,9,0.4073333333333333,0.04045058714036177,0.013483529046787256,0.031093073739036897
AH19K020,Rep 1,D 0,1.83333333333333,9,0.5558888888888889,0.050292754061704664,0.016764251353901555,0.03865843294569902
AH19K020,Rep 1,D 0,2,9,0.6902222222222222,0.04543065533804728,0.015143551779349092,0.03492109302485741
AH19K020,Rep 1,D 0,2.16666666666667,9,0.7896666666666666,0.04781736086402093,0.015939120288006977,0.036755677295660705
AH19K020,Rep 1,D 0,2.33333333333333,9,0.8557777777777777,0.0647297801977146,0.0215765933992382,0.0497557136022622
AH19K020,Rep 1,D 0,2.5,9,0.8948888888888888,0.08481221086088436,0.028270736953628122,0.06519243632033567
AH19K020,Rep 1,D 0,2.66666666666667,9,0.9144444444444444,0.1030510930450414,0.03435036434834713,0.07921208223305823
AH19K020,Rep 1,D 0,2.83333333333333,9,0.9315555555555556,0.11804565971596656,0.03934855323865552,0.0907379264826409
AH19K020,Rep 1,D 0,3,9,0.9516666666666667,0.13176304489499321,0.043921014964997736,0.10128204213164883
AH19K020,Rep 1,D 0,3.16666666666667,9,0.9698888888888889,0.14153130788313628,0.047177102627712096,0.10879059374645542
AH19K020,Rep 1,D 0,3.33333333333333,9,0.985,0.15113239229232098,0.05037746409744032,0.11617064052979678
AH19K020,Rep 1,D 0,3.5,9,0.9973333333333333,0.15940122333282136,0.053133741110940456,0.12252662672069628
AH19K020,Rep 1,D 0,3.66666666666667,9,1.004888888888889,0.17009882748305793,0.056699609161019314,0.13074953318977053
AH19K020,Rep 1,D 0,3.83333333333333,9,1.0103333333333333,0.18342641576392424,0.061142138587974744,0.14099402441909595
AH19K020,Rep 1,D 0,4,9,1.0134444444444444,0.1979129297892833,0.06597097659642777,0.15212934483481969
AH19K020,Rep 1,D 0,4.16666666666667,9,1.0178888888888888,0.20912463057017244,0.06970821019005748,0.1607474209559537
AH19K020,Rep 1,D 0,4.33333333333333,9,1.0227777777777778,0.2152503064909419,0.0717501021636473,0.16545603229069203
AH19K020,Rep 1,D 0,4.5,9,1.027777777777778,0.2197349413371584,0.07324498044571946,0.16890322779077735
AH19K020,Rep 1,D 0,4.66666666666667,9,1.032888888888889,0.2226204418087232,0.07420681393624107,0.17112121979729802
AH19K020,Rep 1,D 0,4.83333333333333,9,1.0387777777777778,0.2248086840948197,0.07493622803160656,0.17280325171748706
AH19K020,Rep 1,D 0,5,9,1.0438888888888889,0.22700520062569293,0.07566840020856432,0.17449164378523307
AH19K020,Rep 1,D 0,5.16666666666667,9,1.0492222222222223,0.22889614335860803,0.07629871445286934,0.17594515103907857
AH19K020,Rep 1,D 0,5.33333333333333,9,1.0545555555555555,0.23075913368223971,0.07691971122741324,0.17737717216912524
AH19K020,Rep 1,D 0,5.5,9,1.0603333333333333,0.23305525095993868,0.07768508365331289,0.17914212414822106
AH19K020,Rep 1,D 0,5.66666666666667,9,1.0657777777777777,0.2358372202270974,0.0786124067423658,0.18128053502624739
AH19K020,Rep 1,D 0,5.83333333333333,9,1.072,0.23876976357989718,0.07958992119329907,0.18353468739232132
AH19K020,Rep 1,D 0,6,9,1.0787777777777778,0.2416980439400461,0.08056601464668203,0.18578556293216816
AH19K020,Rep 1,D 0,6.16666666666667,9,1.0845555555555555,0.24463039013535864,0.08154346337845288,0.18803956374958178
AH19K020,Rep 1,D 0,6.33333333333333,9,1.0913333333333333,0.2481929692799536,0.08273098975998454,0.19077800449605783
AH19K020,Rep 1,D 0,6.5,9,1.0987777777777776,0.2511791082961408,0.08372636943204693,0.1930733541359319
AH19K020,Rep 1,D 0,6.66666666666667,9,1.1063333333333334,0.25414857859134293,0.08471619286378097,0.19535589106263257
AH19K020,Rep 1,D 0,6.83333333333333,9,1.114,0.25721780653757237,0.08573926884585746,0.197715108507929
AH19K020,Rep 1,D 0,7,9,1.121,0.26067940079722446,0.08689313359907481,0.20037592540031457
AH19K020,Rep 1,D 0,7.16666666666667,9,1.1285555555555555,0.2637257624461019,0.08790858748203396,0.2027175662535275
AH19K020,Rep 1,D 0,7.33333333333333,9,1.1362222222222222,0.2668013201699805,0.08893377338999349,0.20508164919663519
AH19K020,Rep 1,D 0,7.5,9,1.1442222222222223,0.270146616570418,0.09004887219013934,0.20765307164093272
AH19K020,Rep 1,D 0,7.66666666666667,9,1.1531111111111112,0.27338912032323287,0.09112970677441096,0.21014548066173475
AH19K020,Rep 1,D 0,7.83333333333333,9,1.1622222222222223,0.2771185566584173,0.09237285221947243,0.21301217919870674
AH19K020,Rep 1,D 0,8,9,1.1716666666666666,0.2809893236405967,0.0936631078801989,0.21598751408781255
AH19K020,Rep 1,D 0,8.16666666666667,9,1.1803333333333332,0.2851157659618282,0.09503858865394273,0.21915937843995964
AH19K020,Rep 1,D 0,8.33333333333333,9,1.1902222222222223,0.2896591867081803,0.0965530622360601,0.22265176078297977
AH19K020,Rep 1,D 0,8.5,9,1.1993333333333334,0.29399532309205195,0.09799844103068399,0.22598481026031886
AH19K020,Rep 1,D 0,8.66666666666667,9,1.2083333333333333,0.2988034471019369,0.09960114903397897,0.2296806615434419
AH19K020,Rep 1,D 0,8.83333333333333,9,1.2173333333333334,0.30321898027663113,0.10107299342554371,0.23307474079676727
AH19K020,Rep 1,D 0,9,9,1.2255555555555555,0.30777674989800285,0.10259224996600096,0.23657815266149765
AH19K020,Rep 1,D 0,9.16666666666667,9,1.2333333333333334,0.3121650204619345,0.10405500682064484,0.23995127601710467
AH19K020,Rep 1,D 0,9.33333333333333,9,1.240888888888889,0.31691932902729536,0.10563977634243178,0.2436057610876909
AH19K020,Rep 1,D 0,9.5,9,1.2476666666666667,0.32142184119938083,0.10714061373312694,0.24706669831690298
AH19K020,Rep 1,D 0,9.66666666666667,9,1.254,0.32579594840943005,0.10859864946981002,0.2504289347549696
AH19K020,Rep 1,D 0,9.83333333333333,9,1.26,0.3300011363616798,0.11000037878722661,0.25366132835736915
AH19K020,Rep 1,D 0,10,9,1.2655555555555555,0.3348369420744637,0.11161231402482123,0.2573784576809437
AH19K020,Rep 1,D 0,10.1666666666667,9,1.271,0.3389435793756831,0.1129811931252277,0.2605350985470755
AH19K020,Rep 1,D 0,10.3333333333333,9,1.2766666666666666,0.34353602431186164,0.11451200810395389,0.2640651642182506
AH19K020,Rep 1,D 0,10.5,9,1.2816666666666667,0.3478444336193983,0.11594814453979944,0.26737690077802784
AH19K020,Rep 1,D 0,10.6666666666667,9,1.2865555555555555,0.3521782613645791,0.11739275378819303,0.27070817567857763
AH19K020,Rep 1,D 0,10.8333333333333,9,1.290888888888889,0.35664668947168304,0.11888222982389435,0.27414291357619236
AH19K020,Rep 1,D 0,11,9,1.2956666666666667,0.36129074164722236,0.12043024721574079,0.27771264808315826
AH19K020,Rep 1,D 0,11.1666666666667,9,1.2998888888888889,0.36536264328898094,0.12178754776299365,0.2808425887578382
AH19K020,Rep 1,D 0,11.3333333333333,9,1.3038888888888889,0.3701156726094034,0.12337189086980115,0.2844960905137185
AH19K020,Rep 1,D 0,11.5,9,1.3082222222222222,0.37426754393674644,0.12475584797891548,0.28768750133028137
AH19K020,Rep 1,D 0,11.6666666666667,9,1.3124444444444445,0.3787555646822602,0.12625185489408672,0.2911372994629603
AH19K020,Rep 1,D 0,11.8333333333333,9,1.316111111111111,0.3830415918814967,0.12768053062716558,0.294431831611306
AH19K020,Rep 1,D 0,12,9,1.320111111111111,0.38708605130010965,0.1290286837667032,0.2975406783259682
AH19K020,Rep 1,D 0,12.1666666666667,9,1.3241111111111112,0.3911775314497385,0.13039251048324615,0.30068566837401817
AH19K020,Rep 1,D 0,12.3333333333333,9,1.328,0.39519362343033826,0.13173120781011274,0.30377270994555927
AH19K020,Rep 1,D 0,12.5,9,1.332,0.39928686429683613,0.1330956214322787,0.30691905340040293
AH19K020,Rep 1,D 0,12.6666666666667,9,1.335888888888889,0.40296539691530725,0.13432179897176907,0.30974662387696217
AH19K020,Rep 1,D 0,12.8333333333333,9,1.3396666666666668,0.4069858719906626,0.13566195733022088,0.3128370345933804
AH19K020,Rep 1,D 0,13,9,1.3432222222222223,0.4105687450895945,0.13685624836319818,0.31559107465406333
AH19K020,Rep 1,D 0,13.1666666666667,9,1.3472222222222223,0.4143053758333875,0.1381017919444625,0.3184633033030359
AH19K020,Rep 1,D 0,13.3333333333333,9,1.3506666666666667,0.4178447678265219,0.1392815892755073,0.321183920827128
AH19K020,Rep 1,D 0,13.5,9,1.3547777777777779,0.42125668474748795,0.14041889491582932,0.32380655233670164
AH19K020,Rep 1,D 0,13.6666666666667,9,1.3586666666666667,0.42459775081834805,0.141532583606116,0.32637472306183285
AH19K020,Rep 1,D 0,13.8333333333333,9,1.3624444444444443,0.4278861154300029,0.14262870514333428,0.3289023838593445
AH19K020,Rep 1,D 0,14,9,1.366111111111111,0.4307735612953877,0.14359118709846255,0.3311218712279297
AH19K020,Rep 1,D 0,14.1666666666667,9,1.370111111111111,0.4337765681904811,0.14459218939682703,0.33343018666730706
AH19K020,Rep 1,D 0,14.3333333333333,9,1.374111111111111,0.43640045956794216,0.14546681985598073,0.33544708812289104
AH19K020,Rep 1,D 0,14.5,9,1.378,0.43934553599644094,0.14644851199881365,0.3377108742637612
AH19K020,Rep 1,D 0,14.6666666666667,9,1.3815555555555556,0.4418093794588089,0.14726979315293628,0.3396047520013332
AH19K020,Rep 1,D 0,14.8333333333333,9,1.3855555555555554,0.44444575347029447,0.14814858449009816,0.3416312484588101
AH19K020,Rep 1,D 0,15,9,1.3892222222222221,0.4465581646823227,0.14885272156077423,0.34325499145553967
AH19K020,Rep 1,D 0,15.1666666666667,9,1.3932222222222221,0.44880613236055994,0.14960204412018666,0.34498293237614647
AH19K020,Rep 1,D 0,15.3333333333333,9,1.3967777777777777,0.45087408934695333,0.1502913631156511,0.3465725048301623
AH19K020,Rep 1,D 0,15.5,9,1.4005555555555556,0.4526712689996768,0.15089042299989228,0.3479539394004574
AH19K020,Rep 1,D 0,15.6666666666667,9,1.404,0.4539471334858278,0.15131571116194262,0.34893465566079884
AH19K020,Rep 1,D 0,15.8333333333333,9,1.4074444444444445,0.45523705668341385,0.15174568556113796,0.3499261784033752
AH19K020,Rep 1,D 0,16,9,1.411,0.4558187688105877,0.15193958960352924,0.3503733219269623
AH19K020,Rep 1,D 0,16.1666666666667,9,1.4144444444444444,0.45597974492051485,0.15199324830683827,0.3504970591186826
AH19K020,Rep 1,D 0,16.3333333333333,9,1.417888888888889,0.4561385328067682,0.15204617760225606,0.35061911429278947
AH19K020,Rep 1,D 0,16.5,9,1.4214444444444445,0.4559794707854486,0.15199315692848286,0.3504968483998172
AH19K020,Rep 1,D 0,16.6666666666667,9,1.424777777777778,0.4553517260804492,0.15178390869348307,0.3500143211046235
AH19K020,Rep 1,D 0,16.8333333333333,9,1.428111111111111,0.45472256499002894,0.15157418833000966,0.3495307050792173
AH19K020,Rep 1,D 0,17,9,1.4313333333333333,0.4536672789611347,0.15122242632037822,0.34871954043039943
AH19K020,Rep 1,D 0,17.1666666666667,9,1.4344444444444444,0.4522140287273027,0.15073800957576758,0.34760247341416517
AH19K020,Rep 1,D 0,17.3333333333333,9,1.4377777777777778,0.4508236289775021,0.1502745429925007,0.3465337175566228
AH19K020,Rep 1,D 0,17.5,9,1.4407777777777777,0.4493274913072251,0.1497758304357417,0.3453836843384583
AH19K020,Rep 1,D 0,17.6666666666667,9,1.443888888888889,0.44749202351674505,0.149164007838915,0.3439728189001646
AH19K020,Rep 1,D 0,17.8333333333333,9,1.446888888888889,0.4456126244970076,0.14853754149900253,0.3425281849297602
