Training_host,Replicate,Days_training,time,N,OD600,sd,se,ci
AH17D011,Rep 1,AH17D011,8.5,12,1.07725,0.05081718571149296,0.014669657924994833,0.03228769939653433
AH17D011,Rep 1,AH17D011,8.66666666666667,12,1.0931666666666666,0.04979929414127971,0.014375817938960598,0.03164096194783144
AH17D011,Rep 1,AH17D011,8.83333333333333,12,1.1084166666666666,0.04844013800245586,0.013983463357650258,0.030777395336873417
AH17D011,Rep 1,AH17D011,9,12,1.1233333333333333,0.04622343626999255,0.013343556686674855,0.029368970250212914
AH17D011,Rep 1,AH17D011,9.16666666666667,12,1.1385833333333333,0.04371697888034171,0.012620004762361237,0.02777644320224289
AH17D011,Rep 1,AH17D011,9.33333333333333,12,1.1535,0.040666045698189955,0.011739276215363798,0.025837972740232456
AH17D011,Rep 1,AH17D011,9.5,12,1.1681666666666666,0.038484550225520435,0.01110953271617295,0.024451916643849218
AH17D011,Rep 1,AH17D011,9.66666666666667,12,1.183,0.03577708763999665,0.01032795558988645,0.022731676987425564
AH17D011,Rep 1,AH17D011,9.83333333333333,12,1.1971666666666667,0.03403429642777027,0.0098248551021263425,0.021624360279830702
AH17D011,Rep 1,AH17D011,10,12,1.21075,0.032619361233364605,0.009416398494438349,0.020725353347768056
AH17D011,Rep 1,AH17D011,10.1666666666667,12,1.2235,0.03130349965912901,0.009036541977387746,0.019889294790775582
AH17D011,Rep 1,AH17D011,10.3333333333333,12,1.23625,0.030364827140504612,0.008765570561733396,0.019292890726111334
AH17D011,Rep 1,AH17D011,10.5,12,1.2481666666666666,0.029356223850963502,0.008474411871372345,0.018652054769394945
AH17D011,Rep 1,AH17D011,10.6666666666667,12,1.25975,0.029045810212646683,0.008384803172551173,0.018454827353074424
AH17D011,Rep 1,AH17D011,10.8333333333333,12,1.2709166666666667,0.028656137953748113,0.008272314480765763,0.018207241411776615
AH17D011,Rep 1,AH17D011,11,12,1.28175,0.02811704432934201,0.008116691556181126,0.01786471766419577
AH17D011,Rep 1,AH17D011,11.1666666666667,12,1.2921666666666667,0.02779742739350117,0.00802442609420849,0.017661642751604995
AH17D011,Rep 1,AH17D011,11.3333333333333,12,1.3016666666666667,0.027664658561661917,0.007986099033807297,0.017577285460432034
AH17D011,Rep 1,AH17D011,11.5,12,1.3115,0.027440845468024517,0.007921489758877439,0.017435081405107137
AH17D011,Rep 1,AH17D011,11.6666666666667,12,1.3205,0.027457405028682033,0.007926270092279078,0.017445602847984434
AH17D011,Rep 1,AH17D011,11.8333333333333,12,1.3295000000000001,0.027516936933129347,0.007943455472808092,0.01748342761549932
AH17D011,Rep 1,AH17D011,12,12,1.3375,0.027625745567890443,0.00797486582009283,0.017552561323746354
AH17D011,Rep 1,AH17D011,12.1666666666667,12,1.3458333333333332,0.027195699303493956,0.007850722156836177,0.017279322963199048
AH17D011,Rep 1,AH17D011,12.3333333333333,12,1.3535833333333334,0.026922306848793747,0.007771800553178388,0.01710561768473762
AH17D011,Rep 1,AH17D011,12.5,12,1.3614166666666667,0.02703350894835159,0.007803901834235474,0.017176272127964198
AH17D011,Rep 1,AH17D011,12.6666666666667,12,1.3683333333333334,0.027117030319216955,0.007828012377211577,0.017229339075256353
AH17D011,Rep 1,AH17D011,12.8333333333333,12,1.3752499999999999,0.02698863397129176,0.007790947544192788,0.017147759927820725
AH17D011,Rep 1,AH17D011,13,12,1.3816666666666666,0.02687456835453219,0.007758019636922079,0.01707528609256502
AH17D011,Rep 1,AH17D011,13.1666666666667,12,1.388,0.02689711035510217,0.007764526951970654,0.017089608596418976
AH17D011,Rep 1,AH17D011,13.3333333333333,12,1.3944999999999999,0.02697642068042521,0.007787421870808042,0.01713999997302157
AH17D011,Rep 1,AH17D011,13.5,12,1.4005,0.027324647548255136,0.007887946308748376,0.017361252769154796
AH17D011,Rep 1,AH17D011,13.6666666666667,12,1.40625,0.02672120370179322,0.007713747075150571,0.016977842841106688
AH17D011,Rep 1,AH17D011,13.8333333333333,12,1.4119166666666667,0.026817424231723726,0.007741523549579044,0.017038978449123422
AH17D011,Rep 1,AH17D011,14,12,1.4175,0.027020194468043872,0.007800058274840584,0.017167812510774115
AH17D011,Rep 1,AH17D011,14.1666666666667,12,1.42275,0.026622359023948307,0.007685213074469709,0.01691503992905007
AH17D011,Rep 1,AH17D011,14.3333333333333,12,1.4280833333333334,0.02668148262656176,0.007702280588411878,0.01695260527395644
AH17D011,Rep 1,AH17D011,14.5,12,1.43325,0.026581350263261305,0.007673374864958823,0.01688898420559455
AH17D011,Rep 1,AH17D011,14.6666666666667,12,1.4380833333333334,0.026438464861682578,0.00763212740242645,0.016798199152669363
AH17D011,Rep 1,AH17D011,14.8333333333333,12,1.4425833333333333,0.02586840239412253,0.007467564542876101,0.016435998740896803
AH17D011,Rep 1,AH17D011,15,12,1.447,0.02588787009743789,0.007473184384750915,0.01644836792946533
AH17D011,Rep 1,AH17D011,15.1666666666667,12,1.4514166666666666,0.02545748089134772,0.00734894172275468,0.016174911674161335
AH17D011,Rep 1,AH17D011,15.3333333333333,12,1.4555833333333332,0.025036185932777514,0.00722732434388531,0.015907233628060607
AH17D011,Rep 1,AH17D011,15.5,12,1.4601666666666666,0.024609064602419597,0.0071040250363559225,0.01563585368193885
AH17D011,Rep 1,AH17D011,15.6666666666667,12,1.4640833333333334,0.024459459346337784,0.007060837718920414,0.01554079903715913
AH17D011,Rep 1,AH17D011,15.8333333333333,12,1.46825,0.0240118342035377,0.0069316194705745775,0.015256391590136907
AH17D011,Rep 1,AH17D011,16,12,1.472,0.024045411582707812,0.00694131242502585,0.015277725639041603
AH17D011,Rep 1,AH17D011,16.1666666666667,12,1.4757500000000001,0.024143980992823427,0.006969766962757907,0.015340353654327126
AH17D011,Rep 1,AH17D011,16.3333333333333,12,1.4797500000000001,0.023672481146604883,0.006833656681189335,0.015040776944458807
AH17D011,Rep 1,AH17D011,16.5,12,1.4830833333333333,0.02337231592108814,0.006747006444312607,0.014850061058974703
AH17D011,Rep 1,AH17D011,16.6666666666667,12,1.4866666666666666,0.023203970402158384,0.006698409278977126,0.014743099419248788
AH17D011,Rep 1,AH17D011,16.8333333333333,12,1.4899166666666668,0.02316524957514567,0.006687231539027608,0.014718497379496537
AH17D011,Rep 1,AH17D011,17,12,1.4935,0.022841350063585796,0.006593729803932868,0.014512701448110192
AH17D011,Rep 1,AH17D011,17.1666666666667,12,1.4965,0.02258116673046567,0.006518621345225089,0.014347388845097016
AH17D011,Rep 1,AH17D011,17.3333333333333,12,1.4995833333333333,0.022223895139050535,0.006415485920486422,0.014120389305767462
AH17D011,Rep 1,AH17D011,17.5,12,1.5025833333333334,0.0220637849441252,0.006369266088416349,0.014018660141279305
AH17D011,Rep 1,AH17D011,17.6666666666667,12,1.5055833333333333,0.021474967809620583,0.006199289222861496,0.01364454358263418
AH17D011,Rep 1,AH17D011,17.8333333333333,12,1.5085,0.021483608973946952,0.006201783712136467,0.0136500339165104
AH17D011,Rep 1,AH17D011,18,12,1.5114166666666666,0.02099115975544911,0.0060596258677054916,0.013337146610527206
AH17D011,Rep 1,AH17D011,18.1666666666667,12,1.5139166666666666,0.020694568164500327,0.005974007250268662,0.013148701304121182
AH17D011,Rep 1,AH17D011,18.3333333333333,12,1.5168333333333333,0.020444307201998725,0.0059017631332346845,0.012989693074625474
AH17D011,Rep 1,AH17D011,18.5,12,1.51925,0.020186066301468287,0.005827215406516175,0.012825614634399468
AH17D011,Rep 1,AH17D011,18.6666666666667,12,1.5216666666666667,0.020245463390073028,0.005844361869063688,0.012863353744014611
AH17D011,Rep 1,AH17D011,18.8333333333333,12,1.5239166666666666,0.019974794723411404,0.005766226555284546,0.012691379077907615
AH17D011,Rep 1,AH17D011,19,12,1.5263333333333333,0.019837216324755633,0.005726511092535252,0.012603965933770247
AH17D011,Rep 1,AH17D011,19.1666666666667,12,1.5285833333333332,0.019556251422421685,0.005645403511537581,0.012425449351623442
AH17D011,Rep 1,AH17D011,19.3333333333333,12,1.5306666666666666,0.019625277454128284,0.00566532961053103,0.01246930639980654
AH17D011,Rep 1,AH17D011,19.5,12,1.53275,0.019517474687618237,0.005634209632399048,0.012400811789755673
AH17D011,Rep 1,AH17D011,19.6666666666667,12,1.5348333333333333,0.019192012227313066,0.005540256712864894,0.012194022808113715
AH17D011,Rep 1,AH17D011,19.8333333333333,12,1.537,0.01902151891459204,0.005491039532867636,0.012085696525318192
AH17D011,Rep 1,AH17D011,20,12,1.5389166666666667,0.0190809678301006,0.005508200956553586,0.012123468564177012
AH17D011,Rep 1,AH17D011,20.1666666666667,12,1.541,0.01902151891459204,0.005491039532867636,0.012085696525318192
AH17D011,Rep 1,D 0,0.166666666666667,11,0.1180909090909091,0.005185644520299195,0.0015635306518177222,0.00348376339158649
AH17D011,Rep 1,D 0,0.333333333333333,11,0.12418181818181818,0.005635923736499315,0.001699294943729642,0.0037862650851078444
AH17D011,Rep 1,D 0,0.5,11,0.134,0.007416198487095664,0.00223606797749979,0.004982269936349652
AH17D011,Rep 1,D 0,0.666666666666667,11,0.14809090909090908,0.009924258616688155,0.0029922765594551023,0.00666720765800973
AH17D011,Rep 1,D 0,0.833333333333333,11,0.165,0.011653325705565772,0.003513609902287752,0.007828810734011036
AH17D011,Rep 1,D 0,1,11,0.17981818181818182,0.01052443045317115,0.0031732351768507952,0.007070408584030792
AH17D011,Rep 1,D 0,1.16666666666667,11,0.19818181818181818,0.011276685522068812,0.003400048614139568,0.0075757804158064585
AH17D011,Rep 1,D 0,1.33333333333333,11,0.2091818181818182,0.01047681422779064,0.0031588783447126,0.007038419568552234
AH17D011,Rep 1,D 0,1.5,11,0.20881818181818182,0.01661817187188881,0.005010567345517566,0.01116423977304142
AH17D011,Rep 1,D 0,1.66666666666667,11,0.205,0.025930676813380717,0.00781839323181386,0.017420465719910988
AH17D011,Rep 1,D 0,1.83333333333333,11,0.19990909090909093,0.030680464616607568,0.00925050813882385,0.020611416584728655
AH17D011,Rep 1,D 0,2,11,0.19654545454545455,0.03316734429032158,0.010000330573048472,0.02228212508251546
AH17D011,Rep 1,D 0,2.16666666666667,11,0.194,0.03438895171417704,0.010368659069961308,0.023102812116780655
AH17D011,Rep 1,D 0,2.33333333333333,11,0.19254545454545455,0.03540441677633918,0.010674833306225559,0.023785010828078258
AH17D011,Rep 1,D 0,2.5,11,0.19154545454545455,0.03632179410867155,0.010951432979182251,0.02440131330583976
AH17D011,Rep 1,D 0,2.66666666666667,11,0.1910909090909091,0.03734020499529842,0.011258495414941753,0.025085491048941047
AH17D011,Rep 1,D 0,2.83333333333333,11,0.19081818181818183,0.03785978917484402,0.01141515593953788,0.025434552450366226
AH17D011,Rep 1,D 0,3,11,0.19018181818181817,0.03884023218730337,0.011710770630506372,0.02609322302853104
AH17D011,Rep 1,D 0,3.16666666666667,11,0.1892727272727273,0.038680979587106916,0.011662754164893634,0.025986235675964236
AH17D011,Rep 1,D 0,3.33333333333333,11,0.188,0.03853050739349276,0.011617385091475464,0.025885147080802594
AH17D011,Rep 1,D 0,3.5,11,0.18627272727272728,0.038293839998336306,0.011546027186944125,0.025726151761319992
AH17D011,Rep 1,D 0,3.66666666666667,11,0.18445454545454545,0.038003588347322245,0.01145851302138096,0.025531158048929543
AH17D011,Rep 1,D 0,3.83333333333333,11,0.18145454545454545,0.03770507561685465,0.011368508046644096,0.025330614467846294
AH17D011,Rep 1,D 0,4,11,0.17854545454545453,0.03749496935953845,0.011305158626496488,0.025189463163564605
AH17D011,Rep 1,D 0,4.16666666666667,11,0.1750909090909091,0.036522471289480246,0.011011939425793957,0.024536130070330935
AH17D011,Rep 1,D 0,4.33333333333333,11,0.17136363636363636,0.03525130558510628,0.010628668545087023,0.02368214933019282
AH17D011,Rep 1,D 0,4.5,11,0.16754545454545455,0.033410667866307725,0.010073695391611523,0.022445592085124717
AH17D011,Rep 1,D 0,4.66666666666667,11,0.1640909090909091,0.03174729766595748,0.009572170405973336,0.021328124779382417
AH17D011,Rep 1,D 0,4.83333333333333,11,0.16018181818181818,0.029461222587727695,0.008882892835330558,0.019792318644430526
AH17D011,Rep 1,D 0,5,11,0.15681818181818183,0.027069607244354994,0.008161793677437445,0.0181856095945943
AH17D011,Rep 1,D 0,5.16666666666667,11,0.15381818181818183,0.02472576867083481,0.007455099757662147,0.016610997415480486
AH17D011,Rep 1,D 0,5.33333333333333,11,0.1511818181818182,0.022377748688454706,0.006747145095679265,0.015033576127671616
AH17D011,Rep 1,D 0,5.5,11,0.14927272727272728,0.020552814450049944,0.006196906719691848,0.01380756862428022
AH17D011,Rep 1,D 0,5.66666666666667,11,0.14827272727272728,0.019011001599552345,0.005732032654051042,0.012771764657345124
AH17D011,Rep 1,D 0,5.83333333333333,11,0.14754545454545454,0.017985347571640845,0.005422786329023847,0.012082720905718054
AH17D011,Rep 1,D 0,6,11,0.14763636363636365,0.017304754995507605,0.00521757994628427,0.011625492591660437
AH17D011,Rep 1,D 0,6.16666666666667,11,0.14827272727272728,0.016523261839545538,0.004981950894051827,0.01110047834572463
AH17D011,Rep 1,D 0,6.33333333333333,11,0.14909090909090908,0.016096301099659795,0.00485321738728696,0.010813642217749391
AH17D011,Rep 1,D 0,6.5,11,0.15036363636363637,0.015647828777646613,0.004717997894470854,0.010512354412259946
AH17D011,Rep 1,D 0,6.66666666666667,11,0.152,0.01572895419282541,0.004742458127480842,0.010566855207758137
AH17D011,Rep 1,D 0,6.83333333333333,11,0.15354545454545454,0.015526516907301755,0.004681420989329933,0.010430855988830043
AH17D011,Rep 1,D 0,7,11,0.15627272727272729,0.01523870669768868,0.004594642946046286,0.010237502459090404
AH17D011,Rep 1,D 0,7.16666666666667,11,0.15936363636363637,0.014800491392333753,0.004462516060114167,0.00994310541115309
AH17D011,Rep 1,D 0,7.33333333333333,11,0.16418181818181818,0.014344463613660721,0.00432501851140165,0.009636741780813855
AH17D011,Rep 1,D 0,7.5,11,0.17181818181818181,0.02020800921327077,0.006092944029133106,0.01357592531428926
AH17D011,Rep 1,D 0,7.66666666666667,11,0.18527272727272728,0.0381210989062249,0.011493943787997785,0.02561010271658415
AH17D011,Rep 1,D 0,7.83333333333333,11,0.2039090909090909,0.06356013616325022,0.01916410211612731,0.04270028048837563
AH17D011,Rep 1,D 0,8,11,0.22727272727272727,0.09212284288827707,0.02777608222557049,0.06188896796275898
AH17D011,Rep 1,D 0,8.16666666666667,11,0.25745454545454544,0.12400351901165034,0.03738846774957697,0.08330669760906825
AH17D011,Rep 1,D 0,8.33333333333333,11,0.29309090909090907,0.15728792359584035,0.047424093329226376,0.10566746486707237
AH17D011,Rep 1,D 0,8.5,11,0.33354545454545453,0.1903903167896748,0.057404840409841215,0.12790595520923886
AH17D011,Rep 1,D 0,8.66666666666667,11,0.379,0.21943290546315064,0.06616151037079984,0.14741703176327192
AH17D011,Rep 1,D 0,8.83333333333333,11,0.42863636363636365,0.2414258779531609,0.0727926410775246,0.16219211172352455
AH17D011,Rep 1,D 0,9,11,0.4789090909090909,0.25809202023520783,0.07781767204590889,0.1733885784566158
AH17D011,Rep 1,D 0,9.16666666666667,11,0.5291818181818182,0.26709467167347917,0.08053207358582702,0.17943664198759876
AH17D011,Rep 1,D 0,9.33333333333333,11,0.5813636363636364,0.26692705847376086,0.08048153630461097,0.1793240379078475
AH17D011,Rep 1,D 0,9.5,11,0.6371818181818182,0.2571318020711628,0.07752815537617969,0.17274349511649448
AH17D011,Rep 1,D 0,9.66666666666667,11,0.6924545454545454,0.2419418788206637,0.07294822119288867,0.16253876582316373
AH17D011,Rep 1,D 0,9.83333333333333,11,0.7425454545454545,0.2236181404253079,0.06742340619161374,0.15022871086878647
AH17D011,Rep 1,D 0,10,11,0.7869090909090909,0.2056309580512888,0.0620000666488578,0.1381447573260585
AH17D011,Rep 1,D 0,10.1666666666667,11,0.8275454545454546,0.18767597802402075,0.05658643647896931,0.1260824376142449
AH17D011,Rep 1,D 0,10.3333333333333,11,0.861,0.17088709723089102,0.05152439845707698,0.11480351402743484
AH17D011,Rep 1,D 0,10.5,11,0.8887272727272727,0.16054849168341068,0.04840719159739706,0.10785794431370388
AH17D011,Rep 1,D 0,10.6666666666667,11,0.9119090909090909,0.15439200403223904,0.0465509407278159,0.1037219596321568
AH17D011,Rep 1,D 0,10.8333333333333,11,0.9335454545454545,0.14989487225143067,0.04519500447784097,0.10070074539277109
AH17D011,Rep 1,D 0,11,11,0.9542727272727273,0.14626967622107523,0.04410196674837053,0.09826530556105115
AH17D011,Rep 1,D 0,11.1666666666667,11,0.9752727272727273,0.14382426145062652,0.04336464645288222,0.09662245356431563
AH17D011,Rep 1,D 0,11.3333333333333,11,0.995,0.14045639892863548,0.042349197695523644,0.0943598927358438
AH17D011,Rep 1,D 0,11.5,11,1.0144545454545455,0.13800533586522198,0.041610174375628944,0.09271324616426255
AH17D011,Rep 1,D 0,11.6666666666667,11,1.032909090909091,0.13515062304366526,0.040749446074418,0.0907954239953303
AH17D011,Rep 1,D 0,11.8333333333333,11,1.0524545454545455,0.13211083501088292,0.0398329154974224,0.088753266607693
AH17D011,Rep 1,D 0,12,11,1.0733636363636363,0.12848834400619594,0.03874069336387837,0.08631964403694421
AH17D011,Rep 1,D 0,12.1666666666667,11,1.0929090909090908,0.1253000036276572,0.03777937256937358,0.08417768782548578
AH17D011,Rep 1,D 0,12.3333333333333,11,1.1128181818181817,0.12160988297158924,0.03666675932870835,0.08169863103672523
AH17D011,Rep 1,D 0,12.5,11,1.1312727272727272,0.11837406042633741,0.03569112212227443,0.07952477587162646
AH17D011,Rep 1,D 0,12.6666666666667,11,1.1472727272727272,0.11475547125003749,0.0346000764342537,0.07709377458485538
AH17D011,Rep 1,D 0,12.8333333333333,11,1.1625454545454545,0.11208689810710586,0.03379547135782428,0.07530100275355758
AH17D011,Rep 1,D 0,13,11,1.1773636363636364,0.10970074997671868,0.03307602062666952,0.07369796662738173
AH17D011,Rep 1,D 0,13.1666666666667,11,1.190909090909091,0.1080300463255057,0.03257228452240132,0.07257557264231355
AH17D011,Rep 1,D 0,13.3333333333333,11,1.2042727272727274,0.10643222341855957,0.03209052278933084,0.07150214060745898
AH17D011,Rep 1,D 0,13.5,11,1.2173636363636364,0.10513255701948157,0.03169865862584229,0.07062901284008904
AH17D011,Rep 1,D 0,13.6666666666667,11,1.2291818181818182,0.10338067341802162,0.031170445845622365,0.06945208142236534
AH17D011,Rep 1,D 0,13.8333333333333,11,1.2415454545454545,0.10195426782274852,0.030740368376678328,0.0684938091044472
AH17D011,Rep 1,D 0,14,11,1.2520909090909091,0.10044944454346627,0.030286647086390017,0.06748285506958247
AH17D011,Rep 1,D 0,14.1666666666667,11,1.2626363636363636,0.09890730279132345,0.02982167385317193,0.06644683014351559
AH17D011,Rep 1,D 0,14.3333333333333,11,1.2732727272727273,0.09635464795129596,0.0290520194601123,0.0647319332877375
AH17D011,Rep 1,D 0,14.5,11,1.2828181818181819,0.0945503233012116,0.028507995108810566,0.06351977149417548
AH17D011,Rep 1,D 0,14.6666666666667,11,1.2915454545454546,0.09200800360442958,0.027741456878687284,0.061811817882105005
AH17D011,Rep 1,D 0,14.8333333333333,11,1.2997272727272726,0.08926935746278328,0.026915723998196802,0.05997197036972163
AH17D011,Rep 1,D 0,15,11,1.3076363636363637,0.08745429975395459,0.026368463507921634,0.05875259800918246
AH17D011,Rep 1,D 0,15.1666666666667,11,1.3152727272727274,0.08510944825234255,0.025661464178835396,0.057177305335717195
AH17D011,Rep 1,D 0,15.3333333333333,11,1.3223636363636364,0.0824030008279707,0.024845439576884013,0.05535908921593268
AH17D011,Rep 1,D 0,15.5,11,1.3289090909090908,0.07971380626397732,0.02403461690806316,0.05355246372546174
AH17D011,Rep 1,D 0,15.6666666666667,11,1.3351818181818182,0.07674088634074819,0.023138247824688322,0.051555228945074937
AH17D011,Rep 1,D 0,15.8333333333333,11,1.3411818181818183,0.07463486877032503,0.02250325963532564,0.05014038708980353
AH17D011,Rep 1,D 0,16,11,1.3466363636363636,0.07263370116863482,0.021899884901014566,0.04879598440197813
AH17D011,Rep 1,D 0,16.1666666666667,11,1.3515454545454546,0.07079316864834298,0.02134494346608227,0.04755949783022847
AH17D011,Rep 1,D 0,16.3333333333333,11,1.3565454545454545,0.06942530322060342,0.02093251652176308,0.0466405533319849
AH17D011,Rep 1,D 0,16.5,11,1.3610909090909091,0.06756101619344476,0.020370412833525593,0.045388108265378174
AH17D011,Rep 1,D 0,16.6666666666667,11,1.3655454545454546,0.06657832024970838,0.02007411885821852,0.04472792414738702
AH17D011,Rep 1,D 0,16.8333333333333,11,1.370090909090909,0.06554762321465905,0.019763352009328484,0.04403549245746579
AH17D011,Rep 1,D 0,17,11,1.3743636363636365,0.06451553724068756,0.01945216637959649,0.043342127665680116
AH17D011,Rep 1,D 0,17.1666666666667,11,1.3785454545454545,0.06383002998019606,0.019245478163767878,0.04288159762174466
AH17D011,Rep 1,D 0,17.3333333333333,11,1.3827272727272728,0.06325834476034117,0.019073108584454195,0.042497534265175316
AH17D011,Rep 1,D 0,17.5,11,1.3870909090909092,0.06327788641453594,0.019079000614885735,0.04251066252709691
AH17D011,Rep 1,D 0,17.6666666666667,11,1.3909090909090909,0.06303721844347916,0.019006436491335602,0.04234897958415453
AH17D011,Rep 1,D 0,17.8333333333333,11,1.3948181818181817,0.06340949168983802,0.01911868109839559,0.042599076154070825
AH17D011,Rep 1,D 0,18,11,1.3992727272727272,0.06425276789227204,0.0193729384400419,0.04316559681539572
AH17D011,Rep 1,D 0,18.1666666666667,11,1.4035454545454547,0.06443347520716795,0.019427423745531205,0.04328699764141878
